Label,Text
sexist,"Хотя вы знаете.... Может действительно регион наш отличается от России.. Вот были мы в Адлере, познакомились с волгоградками. Они искренне удивлялись когда им отказывали в просьбе кинуть им денег на телефон. Хотя потом часть приезжали в Ростов и пили за настоящих ростовских мужиков."
sexist,"fukusima писал(а):Значит, ""общался""? 

КОНЕЧНО  общался !!!!! Мало того мне нравится общаться. Почти все бабы используют эти методы ввиду плохого воспитания и образования. МУЖИК ДОЛЖЕН - орут они !!!Общаюсь то я с такими очень много. Но приближаю к себе женщин с близкой мне логикой."
non_sexist,"Томагочи писал(а):Либо снять с себя ответственность за неумелые действия !
Дополнений можно сделать много. Например, мужчина может обвинить ОЖП в наличии у нее ""женской логики"", хотя просто-напросто не понял ее.
Мне важнее, что мы сходимся в главном: нельзя серьезно относиться к тому, чтобы науку делить по половому признаку. Поэтому и удивляет упорное участие в теме отдельных форумчанок, которые отстаивают мнение, что, дескать, ""женская логика"" есть и она отличается от ""мужской"".
Вот понятие женских добродетелей, ИМХО, есть. Одна из них - не спорить с мужчиной, пытаясь оставить за собой последнее слово. Иначе можно легко прослыть стервой, обладающей женской логикой.  "
non_sexist,"Фукус, имелось ввиду начинают отношения, начинают жить с ними  Согласен некорректно выразился. Общаться я люблю во всякого рода людьми."
sexist,Кстати заметил бабы как огня боятся высказываний по поводу того что нет разницы логики от пола. Они ж становятся безоружными сразу.
sexist,"Отчего же...На женских форумах как раз отрицают наличие ""женской"" логики, спорят с мужчиной на равных, доказывая им - что не хуже, что умеют люгически мыслить:)

Да слово ""женская логика"" порой звучит с издевкой со стороны мужчин, из серии ""все бабы дуры"".
Ну есть такое , зачем закрывать глаза на правду... Несколько по другому устроены, так задумано природой."
sexist,"Скорпи, да ладно рассказывать. Почти всегда когда появляется новая ОЖП за столом в кабаке или в гости пришли я спрашиваю - ""В чем разница между мужской и женской психологии. Примеры."". На этот вопрос как правило ответ - ""В ТОМ !"". Невыгодно ОЖП быть в РАВНЫХ и ЧЕТКИХ условиях."
sexist,"Я не понимаю смысла - в равных...
Равенство само по себе не возможно, потому что  у каждого свои функции и задачи , заложенные природой.
Я работаю, потому что мне это самой нравится, потому что это необходимо для семьи, мой вклад в бюджет, это необходимо. Но это не делает меня Я = мужчина, равная ему. Это не возможно и не нужно. Принять данное как факт."
sexist,"скорпи писал(а):
Равенство само по себе не возможно, потому что  у каждого свои функции и задачи , заложенные природой.


Во во.. Причем по вашему мнению ЗАЛОЖЕНО ПРИРОДОЙ чтобы мужик пахал пока не упадет. ОФИГЕННАЯ манипуляция. Пример НЕВОЗМОЖНОСТИ равенства приведите пож-ста."
non_sexist,Кстати. Насчет природы. С чего вы взяли что бабы сидели в пещерах и ждали самцов с мамонтом ? Чо за сказки ?
non_sexist,"Томагочи писал(а):Есть логика и все. От пола не зависит. Зависит от ума/тупости человека.

+++"
sexist,"Томагочи писал(а):Кстати заметил бабы как огня боятся высказываний по поводу того что нет разницы логики от пола. Они ж становятся безоружными сразу.Томагочи писал(а):Gale - ЕЩЕ раз говорю, я говорю по теме. Бабы они НЕ ДУРЫ. Они хитрые расчетливые особи. "
non_sexist,и про логику - туда-же 
non_sexist,шо поять?(тм) спорить за гендерные стереотипы  с унисексом контрпродуктивно
non_sexist,"+1
очередной загон за одинаковость (сиречь ""равенство"")  "
non_sexist,"Не загон, а грамотное научное обоснование."
non_sexist,Феникс-ёпт  
sexist,"Томагочи писал(а):Во во.. Причем по вашему мнению ЗАЛОЖЕНО ПРИРОДОЙ чтобы мужик пахал пока не упадет. ОФИГЕННАЯ манипуляция. Пример НЕВОЗМОЖНОСТИ равенства приведите пож-ста.
Ну если дурак, пусть пашет, пока не упадет...И позволяет собой манипулировать...Хто ему доктор, если сам дурак и алень?

Мужчина живет свою жизнь так , как считает нужным. Женщина - при нем..
Хочешь жить лучше, богаче- работай сама, уж себя обеспечивать обязана по любом. Руки - ноги есть, голова на месте , что мешает?
Более того вся работа по дому , это ее ""царство"" она его обустраивает, что бы домой хотелось возвращаться всем членам семьи. Уют, вкусная еда, чистота, комфорт - по умолчанию.
Беречь и множить любовь своего мужчины, что бы даже мысли добирать что то на стороне не было...
И после всего этого - кто то считает, что быть счастливой женщиной - легко?  
Что бы добиться нужного по жизни результата нужно очень постараться."
non_sexist,"Скорпи, неплохая модель, но ЛИЧНО мне, такая жена быстро надоела ВОЗМОЖНО. Не нравится мне когда жена ""при мне"". Она самостоятельной должна быть."
sexist,"Женская логика (не логика как таковая, а то, что под определением ""женской логики"" обычно подразумевается) - вещь для теток страшно полезная и дает массу бонусов ""чисто по жизни"". Как и убеждение, что бабадура."
sexist,"Томагочи писал(а):Не загон, а грамотное научное обоснование.
Говорю же тебе, создай свою тему под названием ""Модель семьи Тамагочи"" и там научно (ну или хоть как-то более-менее внятно) нам обоснуй свою модель.
Вон Доктор Рад, в своей теме ""Патриархат на практике"", всё нормально так расписал. А в чём заключается твоя модель абсолютно никому не понятно, слышны лишь твои шаблонные лозунги типа ""равенство"", ""ответственность"", ""одинаковость"", ""общая логика"" и т.д.
Ну если у тебя всё так хорошо и радужно, то и обьясни нам недалёким в своей теме. А мы послушаем тебя со всяческим вниманием.
Или нету никакой такой твоей модели с равенством? А всё о чём ты здесь говоришь обычная демагогия?"
sexist,"Томагочи писал(а): Она самостоятельной должна быть.
Не самостоятельная с ролью ""хранительницы"" не справится.
Я не говорю ведомая, потому что при муже, просто - женщина , живущая с мужчиной. Это обязывает ко многому , стимулирует, меняет ее жизнь.
Это не кота в доме завести:)"
sexist,"Олz писал(а):Женская логика (не логика как таковая, а то, что под определением ""женской логики"" обычно подразумевается) - вещь для теток страшно полезная и дает массу бонусов ""чисто по жизни"". Как и убеждение, что бабадура.
Логика она либо есть, либо бабская.  Третьего не дано. Невзирая но пол.
Бонусы, конечно у вас имеются, но лучше  пусть бонусы достанутся бабам, чем загубить загубить любое дело послушав бабу, потерять время, и в итоге делать дело самому, заново."
non_sexist,Так и я о том же 
non_sexist,"Вопрос к Тамагочи.

в личку!"
sexist,"MacDuck писал(а):

Для меня одним из самых поразительных примеров работы ""женской логики"" стал мой диалог с мамой моего друга. Мы с гостями за общим столом говорили о равноправии полов и дискриминации мужчин:


Я: ""Дискриминация мужчин в России очевидна уже всем, возьмем пенсионное законодательство, обязательный призыв в армию...""

Она (перебивает взволнованно, осуждающе): ""Вам просто очень не повезло, что Вы до сих пор не встретили свою любовь или сильно разочаровались в женщинах!""



Ну что тут скажешь? Логика абсурда во всей красе. Удивительно, что эта умудренная опытом женщина с высшим образованием, мать двоих взрослых детей, оказалась даже не в состоянии дать себе отчет в том, до какой степени бредовым является этот ответ.

2

аналогично 
http://www.youtube.com/watch?v=msQNgdQElRA
на 8-30мин"
sexist,"и ответ бабцы порадовал ))

""Обычно так говорят мужчины, которых в детстве гнобили﻿ женщины:строгая мама,бабушка,учительница..такими высказываниями ты показываешь свою слабость и комплексы.и в жизни по любому ты слабак.Кто-то может представить такое высказывание от НАСТОЯЩИХ мужчин:от чемпиона мира по боксу по всем версиям Кличко,или Роналдо,да тот же самый популярный певец сегодня Бибер.У них нет обиды и комплексов потому что женщины к ним благосклонны.А ты просто после совершения полового акта неудачник."""
sexist,"Хорошим примером женской логики есть фраза:
Мужчина в семье голова, а женщина шея - вертит куда хочет.

Еще меня всегда удивляла (по молодости лет) ""логика"" девушек одевающих откровенные наряды, ну к примеру - коротенькие юбки, платья с глубоким вырезом и т.д., до замужества и продолжающих делать то же, но уже идя рядом с мужем."
sexist,Пляди сэр.  
sexist,"Есть 3 существа, которые не мёрзнут зимой: пингвины, белые медведи и ..ляди  в миниюбках"
sexist,"Всеслав писал(а):Хорошим примером женской логики есть фраза:
Мужчина в семье голова, а женщина шея - вертит куда хочет.


Так женщины провозглашают, что манипуляции мужчиной — не только самое обычное дело, но и нормальное, общепринятое положение дел. Именно по-этому эта сомнительная сентенция часто выдается за народную мудрость и поговорку. Женщины забывают, что здоровая голова и дает команды шее куда поворачиваться. Мужчины, я подчеркиваю: здоровая!"
sexist,"Gale писал(а):Пляди сэр.  
Не все. Есть некоторые, у которых не было хороших воспитателей."
non_sexist,"скорпи писал(а):Поэтому я (ттт) и счастлива с мужем.  
У женщин - женская логика, отличная от мужской.
Если бы я обладала мужской - он бы меня бросил.
Все просто. 

    Хороший пример объяснения в стиле: ""Я женщина, мне - можно"". Т.е. ""я женищина, у меня ""женская логика"" поэтому делать нелогичные заявления я могу с полным правом. Любите меня такой, какая я есть"". 

    Как вам моя мысль: Если бы вы обладали мужской логикой, вы вместе с мужем могли бы добиться высочайших успехов в совместном бизнесе, а дети занимали бы ведущие места на международных олимпиадах? При этом в семье не было бы скандалов, а был бы постоянно здоровый эмоциональный фон."
sexist,"Вы придаете женщине очень большое значение - вернее ее логике:)
От нее на прямую не зависит уровень интеллекта у ребенка и успехи в семейном бизнесе.
А вот эмоциональное состояние мужа, микроклимат в семье, уют, комфорт, чистота, здоровье семьи.. -это да.
Но для этого не плохо бы понимать самого мужчину и те задачи, которые он перед ней ставит."
sexist,"chistoanton писал(а):Как вам моя мысль: Если бы вы обладали мужской логикой, вы вместе с мужем могли бы добиться высочайших успехов в совместном бизнесе, а дети занимали бы ведущие места на международных олимпиадах? При этом в семье не было бы скандалов, а был бы постоянно здоровый эмоциональный фон.
Женщина с ""мужской"" логикой - суррогат мужчины. Мужчина и женщина - равновесие. Инь и Янь Мужчина и суррогат мужчины -зачем? Подделка всегда хуже оригинала."
sexist,"Всеслав писал(а):Еще меня всегда удивляла (по молодости лет) ""логика"" девушек одевающих откровенные наряды, ну к примеру - коротенькие юбки, платья с глубоким вырезом и т.д., до замужества и продолжающих делать то же, но уже идя рядом с мужем.misk писал(а):Есть 3 существа, которые не мёрзнут зимой: пингвины, белые медведи и ..ляди  в миниюбках
 Теперь-то наконец я понял, почему у моего бжика в 35 лет юбка осталась такой же длины, как в 20  "
sexist,"Секрет женской логики  удивительно прост. Она, грубо говоря, главным образом,  статическая.  В то время как мужская опирается на динамику и знание закономерности  изменения состояния.

Щас уточню.  Допустим, имеется некоторый ансамбль объектов. Если мы знаем состояние всех объектов и все их свойства, nо можем ли мы с уверенностью сказать, что будет с ансамблем в следующий момент времени?  Конечно нет. Для этого необходимо знать законы как меняется состояние объекта в зависимости от его свойств, законы, по которым объекты взаимодействуют друг с другом, с окружающей средой и влияние этой среды и так далее. 
А женщина - может. Если мужчина в своей логике опирается на принцип  ""причина-следствие"" и пытается смоделировать ситуацию, понять и установить закономерности сделать выводы на основании построенной модели, то женщина опирается на знание свойств ансамбля и делает вывод  непосредственно из оценки текущей картины свойств объектов ансамбля причем даже не на всех, а тех ,которые ей больше нравятся. При этом ей абсолютно побоку история и законы развития. 

Эта логика ни в коем случае не ущербна - мужская логика установления закономерностей и дедукции и женская логика выделения влияющих факторов взаимно дополняет друг друга.

Секрет женской интуиции именно в этом. Когда мужчине  просто не хватает информации для выводов и он строит необоснованные закономерности, то часто ошибается. женщина зачастую выхватывает значимые факторы из текущей картины ситуации и оказывается провидицей. Хотя  с точки зрения мужской логики не существует дедуктивной или индуктивной цепочки до указанного женщиной состояния. Просто для мужчины нет исторического  обоснования выбрать именно эти факторы как знаащие, а женщине этого основания не нужно.

Кстати. как гадалки женщины всегда более успешны. Мужчины с их лезвием Оккама с одной стороны, и развитым ассоциативным мышлением с другой стороны часто либо сильно ограничивают себя в анализе либо,  наоборот, притягивают слишком много факторов. И то и другое  чревато ошибочными выводами.

Поскольку женщины не рассматривают закономерности длиннее одного-двух  шагов, в оценках некоторых ситуаций они сильнее мужчин.

Что бесит мужчин в женской логике? Их выбор влияющих факторов. когда женщина выбирает для обоснования одни факторы и не принимает во внимание другие, потому что ей ""так надо, так сказала мама, подруга, люди в очереди, ей так нравится"" а эти факторы я во внимание принимать не буду, потому что это ""сказал твой друг, которого я терпеть не могу,  это твоя заумь, я в этом ничего не понимаю, я ничего не хочу об этом знать"".

Можно привести много  иллюстративных примеров. 
Приведу лишь оди.  противоречивый на первый взгляд.  Шахматы. Позицию в шахматах можно начать с любого места, зная чей ход. Всегда статика. История важна только о факте рокировки или правила трех ходов и тому подобных ограничениях. казалось бы - женщины должны играть лучше мужчин - играй, улучшай свое положение с каждым ходом и все. Это, кстати наиболее часто используемый  компьютерный алгоритм - у компа бабская логика. Тока вот баба- не комп - она не в состоянии оценить такое огромное количество вариантов.  Поэтому ей приходится выделять наиболее значимые факторы  исходя из собственных мыслительных способностей и знаний. 
Мужчина же в шахматах реализует замысел. Паразитные ассоциации  во внимание не принимаются или глубоко не исследуются. В этом мужчина может получить преимущество. Однако, Если замысел спекулятивный и приводит его к худшей ситуации, то  женщина может одолеть мужчину. 

Каждый раз, когда мужчина строит неверную модель, он рискует проиграть женщине, которая может выбрать правильный фактор.

В этом кстати успех женского логического оружия переворачивания всего с ног на голову. у мужика рушиться модель, а женщине все равно, где были голова и где ноги. Для нее вообще главным фактором была жопа, которая никуда не делась

Кстати, с возрастом мужчина  становится мудрее ибо набирает больше закономерностей и знаний о решающих факторах, т.е бьет женщину на ее же поле. Модели мужчины становятся проще и эффективнее.  И больше похожи на совокупность правил ""если-то"". Т.е с возрастом мужчина имеет возможность работать в режиме экспертной системы ( очень быстро) а не в режиме постоянного анализа-синтеза.


Еще одна интересная штука о восприятии женщиной исторического фактора 

Прогнозируя долгосрочное  поведения жены, мужчина основывается на модели что женщина есть хранительница очага и поэтому заинтересована в перспективном сохранении семьи в ее текущем состоянии и составе. При этом мужчина думает о семьи в своем историческом плане.

Женщине вообще история похер как фактор. Поэтому при угрозе текущему состоянию своей семьи будет сохраняться не история, а состояние семьи, если для этого будет нужно устранить соперницу- то будет война с соперницей, если муж - то муж. Да, устранения мужа для сохранения семьи - это логично с женской точки зрения."
sexist,"изучите правила цитирования

браво,  все точки над i , расставлены.И главное,как доступно объяснено."
non_sexist,"martin, уточните, пожалуйста, кто автор текста."
non_sexist,Вообще БЛЕСК!!!! 
non_sexist,Хорошо написано +1. Может куда то подшить?
sexist,Я автор текста. И идеи тоже
sexist,Аплодирую стоя мартиню=.
non_sexist,"Почти готовая статья. Рекомендую развить тему, сгладить углы, отредактировать и выложить на  всеобщее обозрение. Тема очень интересная. 

ПС: Мартин, голова у тебя работает."
sexist,"MacDuck писал(а):Так женщины провозглашают, что манипуляции мужчиной — не только самое обычное дело, но и нормальное, общепринятое положение дел.

Самое печальное, что они считают, что это не только нормальное, но и необходимое положение дел! Моя очень любила говорить, что при настоящей женщине и мужчина становится человеком. Отца у нее правда никогда не было  И как он выглядит и зачем нужен мало представляла, только по книгам и фильмам, где одни бельмондо с делоном."
sexist,"martin писал(а):
В этом кстати успех женского логического оружия переворачивания всего с ног на голову. у мужика рушиться модель, а женщине все равно, где были голова и где ноги. Для нее вообще главным фактором была жопа, которая никуда не деласьСУПЕР!
И правда, какая разница, где зарплата и где платежи за коммуналку, ведь новые туфли они и в африке туфли  "
sexist,"В качестве примера хочу привести выдержку из личной переписки с одной тёткой. Наглядное пособие, что такое женская логика   
Итак:
Я  01.12.12 21:53
За что мужчина должен любить и уважать женщину?

Annet   01.12.12 22:03
Просто чаще всего женщины сталкиваются с одной проблемой,от которой идут все остальные,очень для них главной...Знаете с какой?)))Мужчины многие не понимают,что является сутью женского существа и какую главную функцию она должна выполнить в жизни....Мужчины об этом чаще всего и не думают даже..,их мысли совсем о другом)..)).

Я 01.12.12 22:06
Нук, давайте-ка, поясните, что же является ..сутью женского существа и какую главную функцию она должна выполнить в жизни.. 
Очень интересно будет узнать эту тайну.

Annet   01.12.12 22:10
Да все очень просто))!Родить ребенка .))

Я 01.12.12 22:15
Гхм... гхм.... Мда... Позвольте поинтересоваться: при чём здесь требующие к себе уважения женщины и рождение ребёнка? Проведите параллель, если вас это не затруднит, конечно.

Annet   01.12.12 22:25
)) Не затруднит!))А вы сами не понимаете этого?))Какая голова ,такая и шея и все остальное....под названием -ЖИЗНЬ! Слово ""уважение"".от ""у важного"".Если этого важного не будет,зачем все остальное,оно не имеет смысла..Надеюсь,теперь ,понятно?)

Я  01.12.12 22:33
Ну, как говорится, попроси женщину что-нибудь объяснить и она всё запутает ещё больше... 
Итак, чтоб вы не отвлекались на посторонние вещи и не залезали в абстракцию- задам вам вопрос ещё раз: 
-ЗА ЧТО МУЖЧИНА ДОЛЖЕН ЛЮБИТЬ И УВАЖАТЬ ЖЕНЩИНУ? 
В этот раз прошу ответить прямо, конкретно и без экивоков.

Annet   01.12.12 22:35
Скажите,а за что вы должны уважать свою мать?Если на этот вопрос вы ответите,тогда мне нечего будет вам добавить.(

Я  01.12.12 22:37
Уфффф.... Вы всегда отвечаете вопросом на вопрос? 
Я жду от вас ответа.

Annet   01.12.12 22:41
)))Ну вы же мужчина!))Почему на все вопросы ждете ответы от женщины?))Мужчина должен уметь думать своей головой!А задача женщин загадывать ему загадки,вы разве сказки в детстве не читали?...

Я 01.12.12 22:50
Я задал вопрос ВАМ и хочу, чтоб на него ответили ВЫ Что по этому поводу думаю я- я и сам знаю. Мне нужен ответ от ВАС. 
Ответа я дождусь, или нужно ещё раз повторить, если вам сложно понять, что от вас требуется? 

Annet   01.12.12 23:17
...)Я же вам ответила...)))Что еще вам пояснить???Что в каждой женщине есть ипостасия матери,сестры,дочери..Если мужчина этого не понимает и ведет себя в не соответствующем виде,как бы он относился к своей матери,сестре,дочери...,то женщине с ним будет трудно..Когда ,например,мужчина встречается с молодой девушкой,""использует&quo t; её,соблазняет,а потом отказывается нести за нее ответственность,как мужчина...Как ОТЕЦ отнесся бы к своей ДОЧЕРИ,БРАТ к своей СЕСТРЕ И Т.Д (Вы бы, например,хотели бы чтобы с вашей дочерью произошло бы подобное?((...а ведь ведут многие мужчины себя как,уроды..т.е.человек стоящий ""у рода"",а не живущий с родом,на-родом..,то происходят страшные последствия..,что мы и наблюдаем в современном обществе,где люди забыли о традициях своего народа и не живут ,как братья и сестры,а относятся,как иногда и к врагам не относились((.В женщине все это генетически заложено,но современная жизнь многое меняет и мужчины меняются быстрее,их скорость познания жизни быстрее,чем у женщин...Они быстрее приспосабливаются к современным условиям жизни,чем женщины.Отсюда ,женщины в социальном плане,остаются менее защищенными в современном обществе,чем мужчины,которые правят в этом мире и не видят этот мир через призму женского взгляда.Женщины живут в мужском мире,со своими женскими проблемами,которые им самим трудно решить из-за всего этого.Некоторые просто себя продают мужчинам,это самый быстрый способ решения проблем и идут на это, как правило женщины,чтобы решить проблемы социальные,которые стоят в их семьях,а они пытаются их решить.Еще женщины могут остаться в детьми одни,то эта незащищенность увеличивается вдвое и более раз.. .Поэтому вам все и объясняют это..((

Я  01.12.12 23:21



Вобщем баба мне вынесла моск. Много чего сказала, но так ничего и не сказала. 
"
sexist,Любая женская логика - это прежде всего сохранить лучшее положение своей жопы за чужой счет.
sexist,"Михеич писал(а):
.Если мужчина этого не понимает и ведет себя в не соответствующем виде,как бы он относился к своей матери,сестре,дочери...,то женщине с ним будет трудно..

знакомая говорила (а ее маманя учила)  ""по тому как мч относится к своей матери можно судить как он будет относиться к жене"""
sexist,"Ничего нового не прочитал.
В сотый раз видно - вся система бабского поведения и жизнепонимания основывается на краеугольном понятии: непременном и безусловном снисхождении в ее адрес, со всеми вытекающими отсюда привилегиями или просто преимуществами. Всегда и везде, весь этот тухлый базар ни о чем сводится к простым вещам: баба не хочет чтобы ее воспринимали по факту, как есть. Ей так очень некомфортно, потому что на чашу весов положить 99% из них просто нечего. Ничего, кроме песты. Собственно, вокруг песды и вертится вся бабья жизнь, это ее единственный, первый и последний аргумент. Отсюда и набивший оскомину скулеж про героизм материнства. Также излюбленным приемом баб является сбивание неподготовленного оппонента с толку, аппелируя к его маме, сестре, дочери и тд. Искусственно загоняя общие гнилые черты женского поведение под снисходительность и любовь к своим родственникам, подменяя одно другим. 

В целом же, баба всегда хочет, просит, навязывает, требует фору в свою пользу. Ей нужен гандикап. Именно это лежит в основе пресловутой любви, к которой они так тяготеют. Причем тяготеют сугубо к любви в свой адрес. Ведь это и есть тот желанный длительный абонемент на абсолютное невосприятие влюбленным человеком их реального состояния и качества. Иными словами, это аналог детского ""я в домике"". Любишь? Докажи. Посмел разлюбить? Предатель. 
Редкая баба хочет любить сама, хотя говорит об этом сплошь и рядом. Ей это мало интересно, ведь в таком случае это она будет заинтересованным человеком, которому надо крутить педали. Затертые шаблоны про ""хочу любить и быть любимой"" следует читать с конца, потому что ""любит"" (насколько это вообще можно так назвать), верней даже ""включает любовь"" или играет в нее баба как раз тогда, когда имеется в наличии достоверно влюбленный в нее персонаж. Сами помним: случаев безответной любви М -> Ж несоизмеримо больше, нежели Ж -> М. 

Баба, как правило, очень адаптивна и себялюбива, и не тратит время на воздыхания в чей-то адрес. Но очень приветствует их в адрес свой. Таким образом, они переходят в режим поиска жертвы, чья снисходительность в их адрес будет максимальной. Именно это даст возможность эксплуатировать чужое чувство любви, нежась в лучах растущей самооценки. Сначала баба жаждет, чтобы ее любили, причем безусловно, а там она уже подумает - любить ли ей самой, и выкатит навстречу сотню разнообразных ""если..."", удовлетворяя пункты которых воздыхатель потенциально может рассчитывать на любовь и в свой адрес. И это я уже умалчиваю о том, что в большом количестве случаев, достаточными действиями по демонстрации ""любви"" со своей стороны баба будет считать просто факт принимания знаков внимания. Мол, я с тобой общаюсь? время провожу? подарки принимаю твои? Так что тебе ещё надо, неблагодарный?

Прямое сопоставление или анализ женского поведения или заслуг вызывает у них скрежет в зубах. Они не хотят этого, они хотят заранее подстеленной соломки и первоприоритетности исполнения их личных желаний из общей массы событий.

В общем, здесь можно писать много и копаться в этом мусоре бесконечно, но и так уже все давно написано и изучено. Просто сколько раз убеждаюсь когда читаю подобное  -  всякая баба будет бесконечно топтаться на одном месте вокруг своего единственного, спасительного для нее и по ее же мнению, посыла ""ну я же женщина! этого достаточно, чтобы было по-моему! как вы не поймете наконец?"""
sexist,"MacDuck писал(а):женщину не интересует ваша истина. Последняя мысль почему-то часто не приходит в голову даже довольно умным мужчинам, они с энергией и добросовестностью ввязываются в совершенно бесперспективный спор с женщиной. Женщину все равно практически нельзя убедить в собственной правоте при помощи логических доводов, особенно, если содержание ваших утверждений ей не нравится.
Пусть женщина просто делает то, что нужно, а дискуссии оставьте мужчинам, методами мужской логики
Михеич в очередной раз в этом убедился "
