Post_id,Comment_id,Label,Text
28640696,28640809,sexist,??? ??? ????? ??????? ?? ???? ???? ??? ??? ???????????? ????? ??? ??? ?? ?????? ??? ??????????????? ? ??? ?? ???????? ...
28640696,28640851,sexist,"??? ????????, ??? ??????, ??? ??? ?????? ????????????? ???"
28640696,28640870,sexist,"??? ???-?? ?????. ? ??? ?? ?????????, ""????????? ???? ?..??? ?? ?????""."
28640696,28640935,sexist,"??? ?? ????????????-??????????????? ????????? ????????????? ???????-??? ??????????????,??? ??? ?????????? ? ??????? ? ?????? ??????,?????,??? ? ??????!"
28640696,28641511,sexist,"???????????? ?????????, ?? ?????? - ??????????? ????????? ? ??????? ??????????????? ??? ??? ???? ?? ????????? ??????????? ? ?????????????? ????????"
28640696,28641968,sexist,"????? ???! ????????????,?????????????,?? ????? ??????????? ?????????."
28640696,28642063,sexist,?? ?????...........???????
28640696,28643243,sexist,"????? ??????????????, ??? ??????????? ???????? ? ????????, ? ?????? ???? ???? ???????? ?????????, ?? ?????? ????? ??????, ? ????? ???? ?????????????? ??? ??? ???????? ??????????"
28640696,28644559,sexist,"??? ?????? ??? ??? ????? ????????! ??? ?????????, ??????? ????????? ??? ?????????, ???? ?????????? ???????!"
28196143,28196206,sexist,???? ????? ????????? ?? ???? ???????? ????????? ???????? ???????
28196143,28196230,sexist,???? ?? ??????????-?? ????
28196143,28196362,sexist,???????? ??? !))
28196143,28196427,sexist,"???? ???????-?????????? ???????-?? ??????????????, ? ????? ??????? ? ??????????????? ? ???? ""?? ??""...??"
28196143,28196529,sexist,"[id271827870|???], ? ???? ???? ?? ????? ?????? ???????, ?????? ????? ? ???...??"
28196143,28196599,sexist,"??????? ?????????????, ???? ?? 0.5 ? ?????"
28196143,28196877,sexist,"?????? ??? ? ???????? ""????????????""..."
28196143,28197905,sexist,"?????????, ????? - ??????? ???????? -???????? ? ?????)))"
28196143,28197908,sexist,??????? ????? ??????? ?? ?? ?
28196143,28198666,sexist,"[id349771225|?????????], ?????????? ?????? ?? ??????????-??? ? ?????? ????? ??????? ? ?????? ? ????? ???? 1200-1600 ? ??? ??? ? ??????..""??????????"" ????? ???? ????...=)"
28196143,28205600,sexist,??? ??? ??? ? ???? ?????? ? ???????? ??? 6?? ? ?????
27564997,27565007,sexist,?????????????
27564997,27565026,sexist,???????? ??-??????????.
27564997,27565029,sexist,"[id407612172|???????], ???????!! ?? ??? ?????!! ?? ?? ?????? ?? ??????! ????????!"
27564997,27565030,sexist,"[id24254300|???????], ????????? ????????? ??? ?? ?"
27564997,27565057,sexist,? ??? ?? ????????  ??????? ????? ......
27564997,27565073,sexist,"[id24254300|???????], ?? ?? ?? ???????? ??????, ??? ?????? ?? ???????? ""??????????"" ? ??? ?????, ????? ????? ?? ??????? ?????????."
27564997,27565079,sexist,"?????, ????? ????? ? ??????. ?? ???? ???? ????? ????? ??????, ????? ??????? ?????? ???????. ???? ????? ?? ???????????. ???? ?????? ?????."
27564997,27565110,sexist,"""?????????! ?? ????????? ?????!"" (?????????? ????? ??? - ???? )"
27564997,27565160,sexist,???? ?? ???????? ? ?????? ??????? ????? ?? ????????.
27564997,27565181,sexist,"[id29934255|?????????], ? ??? ????? ??????"
27564997,27565254,sexist,?????? ???????? ????????
27564997,27565335,sexist,"??? ?????, ??????, ??????? ?????????? ???????..."
27564997,27565360,sexist,"[id458461440|??????], ?? ?????! ?????????!"
27564997,27565372,sexist,"[id458461440|??????], ?? ???? ??? ? ????? ????????? ?????????!!"
27564997,27565394,sexist,"[id458461440|??????], ?? ?????!! ?????????!"
27564997,27565454,sexist,"[id458461440|??????], ?? ?????! ?????????!! ?? ???? ?? ??? ??? ????? ?? ???????? ????????!! ???? ? ????? ????? ????!"
27564997,27565575,sexist,"?? ? ?? ?????????? ??? ????? ??????... ????? ? ???????? ???????, ??... ? ????? ????????? ????????? ?"
27564997,27565617,sexist,"??? ? ? ? ??? ??... ???? ???????? ?????????? ??????... ??? ? ?? ????????, ??? ??? ?????????? ??"
27564997,27565728,sexist,?????????? ???????? ? ??????????????
27564997,27565762,sexist,????? ???? ? ???????? ??????????.
27564997,27565864,sexist,??? ???? ??????
27564997,27565908,sexist,"[id458461440|??????], ???? ????? ?????????.. ""????? ?????? ??? ??? ???"""
27564997,27567854,sexist,?? ???? ?????????? ???????? ?????? ????? ???????!
27564997,27570202,sexist,"[id253128299|????????], ?????? ????????? ????? ?? ????"
27563896,27563910,sexist,????? ???? ????????...
27563896,27563912,sexist,"??? ?????, ?? ???? ??????."
27563896,27563913,sexist,"?? ?? ? ???, ??? ??? ????????, ????? ?? ??????????!"
27563896,27563914,sexist,?? ????. ???
27563896,27563918,sexist,?? ?? ??? ?????)))
27563896,27563926,sexist,"?????? ?????, ?? ??? ??? ?????????)))"
27563896,27563927,sexist,? ??????)
27563896,27563928,sexist,??? ????? ??????
27563896,27563929,sexist,?? ???????? ?
27563896,27563931,sexist,? ????????
27563896,27563936,sexist,"???? ????? , ???? ? ....."
27563896,27563937,sexist,"? ?????, ??? ??? ??? ??? ??????"
27563896,27563938,sexist,"??????? ??? ???????
?? ? ????? ??????? ???"
27563896,27563940,sexist,??? ???? ???????! ??? ????? ????!
27563896,27563941,sexist,?????????? ?????
27563896,27563943,sexist,???
27563896,27563944,sexist,???????? ??? ?? ???
27563896,27563945,sexist,"? ?? ??????, ?????? ?????? ??????? ?????? ?? ??????????????
? ?????? ??? ?? ??????, ? ?????? ??? ????????..."
27563896,27563948,sexist,?? ????????? ?????????? ?????? ??????? ?????????.?????? ??? ??? ?????? ?? ?? ????? ????????)))))
27563896,27563950,sexist,? ??? ?? ???? - ???? ??????
27563896,27563952,sexist,?????????? ?? ???? ? ?????. ?? ????????? ??????? ??????. ? ?????????? ??? ???????? ??????? ??? ? ?????? ????? ??? ????
27563896,27563955,sexist,"???? ? ??????, ????? ?????."
27563896,27563960,sexist,"[id184270915|?????????], ?? ???? ?? ?? ???? ?????
? ???? ?? ????"
27563896,27563963,sexist,"????? ?? ?????.
?? ?????? ???????? ?????? ??????? ???????? ?????? ???? ? ?????-?????? ???????????? ??? ???? ??? ????? ????????."
27563896,27563964,sexist,"[id805664|????], ? ?? ?????? ??? ? ????? ?? ??????????....."
27563896,27563966,sexist,"????? ""????? ?????"" ? ??????? ????????"
27563896,27563967,sexist,"??? ????????? ????? ?????? ?????????, ???????? ? ?????????????? ?????? ?????? ?????? ? ?????? ?? ???? ??????."
27563896,27563972,sexist,"?? ??? ??$Ra??, ? ???? ???? ?????? ? ???????- ???? ?????? ??? ??????"
27563896,27563974,sexist,"????????
??? ??? ??????!!! ??????? ????????!!!?"
27563896,27563976,sexist,"[id499992134|?????], ????? ???? ? ????????? ?? ?????????"
27563896,27563977,sexist,???? ??? ??????? ????? ????? ????????? ??????????? ???????? ???? ????
27563896,27563978,sexist,"[id303323238|??????], ?? ?? ??????????!"
27563896,27563979,sexist,"""???????"" ?????? ?????? ? ??????? ???? ??? ?????????-???????"
27563896,27563982,sexist,??????? ???????? - ????! ????? ?????? ?????????? - ???????!
27563896,27563983,sexist,"??? ???????????, ????? ?? ???? - ? ???????? ??? ???????, ? ????? ????? ?? ??????"
27563896,27563987,sexist,???????
27563896,27563988,sexist,"[id497544062|????], ?? ?????? ??????????."
27563896,27563990,sexist,"[id425172653|?????], ?? ??????? ?????????)"
27563896,27564001,sexist,"??? ???? ? ????, ??????????. ??? ???? ?????."
27563896,27564013,sexist,"?????? ?? ??????? ?. ?????? ??????????.. ? ?? ??????? ????????.. ???? , ?? ???? .."
27563896,27564018,sexist,?????!!
27563896,27564025,sexist,"????, ???? ?? ? ??????.???"
27563896,27564034,sexist,??????????? ??? ? ????. ? ???? ?????????????????? ?? ??? ?? ??????????
27563896,27564052,sexist,?????? ????? ????? ?? ?????? ????? ? ??????????????..? ? ??? ??? ?????????..?????????-?????? ???????..!!??-???*????!!
27563896,27564056,sexist,???????. ?????? ?????!
27563896,27564072,sexist,?? ???????-??
27563896,27564076,sexist,"????????: ???? ??
 ??? ?? ?@? ??@??"
27563896,27564078,sexist,?????? ??? ????? ?? ??????????????. ???? ??????????? ????? ?????????.
27563896,27564082,sexist,"????? ? ??? ????? ????????, ?????? ?????? ???????? ?? ?????"
27563896,27564090,sexist,??????..? ???????...????????.
27563896,27564091,sexist,? ??????? ???? ?????? ???? ?????
27563896,27564094,sexist,??? ??????
27563896,27564128,sexist,???????? ??? ?????? ????? ??????
27563896,27564142,sexist,? ??????? ?? ????????? ??? ???? ?? ?????
27563896,27564161,sexist,?? ?? ?????! ? ??? ?? ???? ? ??????????????!!!
27563896,27564165,sexist,?????? ??????? ??? ???? ? ???. ??? ? ?????? ???????????? ?????????? ???????? ????????? ???? ???????????? ? ?????? ? ??? ?????? ?? ????????
27563896,27564172,sexist,? ???? ??????????? ???? ????? ???????. ??????? ?? ???? ???? ?????? ? ????????.
27563896,27564200,sexist,? ??????.
27563896,27564229,sexist,"[id197334448|??????], ????? ? ???? ?????? ? ?? ?? ??????? ??????"
27563896,27564251,sexist,"? ???? ???, ??? ? ????????, ???? ??? ??????????)) ????? ?? ????????))"
27563896,27564292,sexist,??????? ???????? ????????
27563896,27564327,sexist,?????? ???????????
27563896,27564332,sexist,?????? ?????!!
27563896,27564394,sexist,?? ?????????? ...
27563896,27564426,sexist,?? ???? ? ???????? ????? ?????????? ?????????? ?
27563896,27564464,sexist,????? ?????!
27563896,27564474,sexist,? ??? ??? ?????? ?? ????????.
27563896,27564482,sexist,??????????
27563896,27564483,sexist,?????? ????? ??????? ?????? ???????!???
27563896,27564520,sexist,???????? ?????)
27563896,27564541,sexist,????? ????? ???? ? ???????????))
27563896,27564547,sexist,"[id497544062|????], ?? ???? ?????????! ?? ???????? ?????????. ??????? ??? ?? ??????!"
27563896,27564674,sexist,"???????? ?? ??????, ??? ?????? ??? ?????? ??????????, ????????? ??? ???. ? ??????, ? ??? ?????????????? ?????????? ? ????? ???? ??????????????..."
27563896,27564711,sexist,"??????? ?? .???? ?????? ??????,? ??? ?????.)"
27563896,27564725,sexist,????????? ? ??? ???????? ????? ????? ???? ?????? ? ?????? ))))))))))))))
27563896,27564788,sexist,????? - ???????.....
27563896,27564793,sexist,???????? ?????? ?????))
27563896,27564798,sexist,"?? ????? ???????? ???????? ? ?????!  ?  ?????????? ? ?????????? ??? ?????? ????!  ???????????? ???? ????????,  ???? ??????????? ? ???????????? ?? ???? ???????? ??????!  ? ? ?"
27563896,27564818,sexist,"[id10497134|??????], ??????? ???????... ?? ????????"
27563896,27564896,sexist,"[id184454878|?????????], ??????? ??? ??? ?????? ? ?????? ?????? ? ?????? ????, ?? ??? ????? ?? ????? ????????. ? ???? ??? ?????? ????????. ?????? ?? ????????? ????????. ???????? ?? ?????. ????????? ?? ??????."
27563896,27564950,sexist,"????????? ??????????? , ??? ?? ?????? ? ?????-?? ?????????? ??? . ???? ?????????? , ??????? , ??? ? ?????? ?????? . ? ?????? ????,   ???????? ???? ????? ???? ? ???? . ??? ?????? ??? ?? ?????? ???????? ????? ?"
27563896,27564973,sexist,"[id10497134|??????], ? ?? ???, ?? ????? ????????? ? ??????? ????? ??? ????????, ????? ??????? ????????? ?? ????? ? ????? ?? ?????? ??????? ?? ?????. ? ??? ??? ?????? ??????? ?? ??? ?? ??????? ????? ??????, ??? ?? ?? ???? ?????? ??????? ?? ???. ??? ????? ?????????? ???????? ????- ????????????. ??? ????? ?????? ????????."
27563896,27565001,sexist,"[id20164872|??????], ???????? ???? ??????? ?????? ? ??? ???????????, ??????? ??? ???????? ? ?? ?????? ? ????? ??."
27563896,27565039,sexist,"??? ?????? ??? ??? ??? ?? ??? ?????? ?????????? ???????? ?? ?????? ?????????? ????, ???????. ?????? ?? ???? ????????? ???? ?? ?????????????? ??? ?????? ???????? ?? ?? ?????? ? ???."
27563896,27565086,sexist,?? ??? ????? ????. ??? ?? ????????.
27563896,27565166,sexist,"?? ???? , ?????? , ??? ? ????????? ??? ???? ????? ????? ??? ??????."
27563896,27565172,sexist,"?????? ???? ?????????? ??????. ????? ?? ????????? ? ??? ?????? ? ????????? ???????? ??????? ??????? ???????? ????? ?????????????? ??????, ?????? ????????!!!"
27563896,27565209,sexist,??????? ?????? ?? ?? ?? ????? ?? ????? ?
27563896,27565220,sexist,"?????? ????? ?? ????? ?? ?????? ?????, ?? ?? ?? ????? ????. ??? ??? ???????? ? ??????? ? ????? ?????. ????? ????? ??? ????? ?????, ??????? ????? ????????! ???? ?????? ?????? ????? ?? ????, ??? ???????? ?? ?? ????????!!!"
27563896,27565226,sexist,"???????,?? ???? ??? ?????????? ???? ??????????? ??????????"
27563896,27565266,sexist,"[id351913500|???????], ?? ?????, ? ??? ??????? ?????? ? ??????? ?? ?????? ?????????. ??? ?? ?????? ???????? ??? ???????????, ? ???? ????? ??? ?????? ?? ???????? ? ?????????? ?????."
27563896,27565285,sexist,"[id209776161|?????], ?? ???? ? ??? ???,?????? ??? ???? ???? ????,?????? ??? ?? ????? ??????? ????????"
27563896,27565299,sexist,"[id351913500|???????], ? ????? ???????? ???????? ????????? ?? ?????? ? ??????? ? ??? ????)))))"
27563896,27565328,sexist,??????? ??? ?? ?????..
27484242,27484328,sexist,??????? .????????? ???
27484242,27484625,sexist,"??? ?? ????? ??????? ????? ????, ????? ??? ?????????????.?????? ?????????? ??????."
27484242,27484637,sexist,"[id154414513|???????], ??????????? ?????, ????? ??? ?? ????????....,???????!!!?"
27484242,27484691,sexist,"[id154414513|???????], ? ????? ?? ????? ???? ?? ????? ????????????"
27484242,27485006,sexist,"?? ???, ?? ????? ?????? ?????????? ""...??? ?????????? ? ??? ?????????? ????????????? ???????...""? ????????? ??????..."
27484242,27485155,sexist,"??? ??? ??? ???, ?? ?????????? ????????, ?? ??????? ?????????? ??????... ? ????? ???????? ????."
27484242,27485507,sexist,"??? ??? ?????????! ??? ??? ? ?????, ? ??@?? ?????? )"
27484242,27485897,sexist,?????!
27484242,27486035,sexist,?????? ?? ??????...??...???...? ?? ??? ? ???... ?? ?? ??? ???????? ???????? ??????? ?????????? ? ?????? ?????????)))
27484242,27486316,sexist,"[id500764653|????], ? ? ?????"
27484242,27486854,sexist,"???????, ??? ??? ???????? ?? ??? ?? ??????:)"
27484242,27486873,sexist,? ??????? ??? ?? ?????? ???? ???? ??????????? ?????? ?? ??????????????))
27484242,27487213,sexist,?? ?? ??? ??? ???????? ? ?????..??????..
27484242,27488168,sexist,?? ??????. ?????? ?? ???? ?????????????.)))
27484242,27490261,sexist,"[id93158086|????], ??? ?????? ?? ? ????? ????) ???? ????? ??????? ????? ????? ???? ????????? ?? RT ? ?????? ?? ??? ??? ?????? ??????????? ? ??? ????????? ? ?????????)"
27484242,27494574,sexist,"[id355168041|????], ?? ???????? ??????? ?? ???? ???????? ? ????? ??????."
27040015,27040034,sexist,????????? ?????????? ? ???????????
27040015,27040070,sexist,"???, ???? ????? ? ?????????? ?????????..."
27040015,27040072,sexist,"[id35388150|?????????], ?? ?????? ? ?????"
27040015,27040074,sexist,"???????????? ? ??????,? ??????."
27040015,27040079,sexist,??????
27040015,27040089,sexist,"??? ????? ??????? ???? ?????????? ?? ??????,? ?? ????? ??????? ? ?????????????????"
27040015,27040095,sexist,"?? ???, ? ??????? ?????? ??????? ? ???????? ????????, ????? ???? ????????."
27040015,27040151,sexist,- ??????? ???? ? ???????? ???? - ??? ??????????? ??????????????: ????? ?? ?????????.
27040015,27040158,sexist,"??????? ????? ?? ????? ??????? ????? ??????????????? ? ???????????-???????, ???????)"
27040015,27040211,sexist,"21 ??? ????????, ???? ?????????????? ? ?????????????. ?????? ?????? ?? ????, ???? ???? ? ?????? ???? ????."
27040015,27040217,sexist,"[id154414513|???????], ?? ? ???????? ???.. ????))))"
27040015,27040220,sexist,"[id453485755|Bros], ?????? ?? ??????? ?"
27040015,27040325,sexist,?? ????? ???? ?????????? ???????????
27040015,27040794,sexist,?? ????????? ????????????........? 35000 ????????.........??? ???.......? ?? ????? ??????? ????? ??????.......
27040015,27040828,sexist,???????? ???????..........? ??? 0000000.1 ???????? ????????.......
27040015,27040870,sexist,???? ????? ? ??? ?????? ? ???? ???????? . ?? ??? ???????????? ?? ????? ??? ??? ?????????? .
27040015,27041196,sexist,"?? ??? ?????? ?????? ??? ?? ???? ????????? ??????????. ????? ???? ????? ?????? ???????????? ????????? ?????? ? ????????? ?????? ??? ???, ??? ??? ?? ??? ???????? ????? ?????????? ?????, ????? ????? ?????? ??? ????????? ?????? ? ?.?. ??? ????? ???????? ? ???????????? ???????, ??? ??? ???????? ?? ?????????????, ???? ?????? ??????? ??? ???????????, ????? ???????? ????? ??? ?? ?????? ?????? ????????? ? ?.?."
27040015,27041321,sexist,"[id177365514|?????], ??? ???? ?????? ?? ? ??? ? ??????, ? ? ?????, ????? ? ????????????? ???????..."
27040015,27041374,sexist,"[id363665721|???????], ?? ? ???? ??????? ?? ????? ????????? ??.??? ??? ? ???????? ???????. ?? ??????? ????? ?????????? ? ????? ????? ????? ??? ?? ??????? ???? ??????? ? ???????? ??? ????????, ? ? ????????????? ??????? ??? ???? ??? ?????? ??????. ??? ?? ????? ? ?????."
27040015,27042215,sexist,"???????? ?????????? ????? ?? ??????. ???????? ???? 25 ????? ? ???????? ????? ????????? ????????  ???????????????, ?? ????? ????????????? ???????????? ?????????? ??????????? ????. ?????????? ???? ?????????? ????? ???????."
27040015,27044453,sexist,???????????
27040015,27052345,sexist,???? ??? ?? ????? ????????? ?? ???????
26288849,26288858,sexist,"????????, ???-???"
26288849,26288866,sexist,"?? ?????. ????? ??????????? ?? ??????, ??? ???? ??????? ????? ????????  ?"
26288849,26288872,sexist,"????? - ???????, ??????? ???????"
26288849,26288876,sexist,????????????
26288849,26288885,sexist,"???? ?? ??? ? ?????? , ? ??? ?????????? ????????"
26288849,26288891,sexist,???????? ? ??????? ????
26288849,26288895,sexist,"?????? ??????, ????? ?????? ?@@?????"
26288849,26288902,sexist,?? ??? ????? ????? ... ?????? ??? ? ??? ????? ...
26288849,26288905,sexist,?? ??????? ??????? ? ??????!!!
26288849,26288922,sexist,"?????? ???????
???????? ????????"
26288849,26288924,sexist,?? ??????? ?????????-?? ??? ?????.
26288849,26288927,sexist,? ????? ??????? ??? ????????????
26288849,26288928,sexist,"?????? ??????, ??? ????? - ??????!"
26288849,26288944,sexist,?? ?????-?????? ?????? ?????? ??????? ????????????????? - ???????!
26288849,26288949,sexist,????????? ??? ?????!))))
26288849,26288958,sexist,"?? ??????, ????? ??? ????????? ????? ??2018...?? ????????? ????????,??? ?? ???? ????????))"
26288849,26288970,sexist,"[id183587358|?????], ????????? ????, ?? ??????? ?? ???? ? ??? ?????? ?? ?? ? ???????? ????????? ????????))"
26288849,26288979,sexist,????????? ????
26288849,26288983,sexist,"?? ???? ??????? ?? ?????. ???? ????? ? ??????? ?????????? ?????? ???? ????????, ??? ??? ?? ???? ???????."
26288849,26288989,sexist,?????????))
26288849,26288993,sexist,?? ? ??????. ??????? ?? ?????? ?????.
26288849,26289004,sexist,??? ??? ???????)
26288849,26289010,sexist,????? ?????? ?????????
26288849,26289044,sexist,"? ?????? ?????? ????,??? ???? ??? ? ???????? ?? ????:)"
26288849,26289056,sexist,"???????? ? ??? ?????? ?? ??? ? ???, ????? ???? ?? 150"
26288849,26289067,sexist,??? ? ??????????
26288849,26289134,sexist,???????
26288849,26289155,sexist,"??????,? ??? ?????? ?????? ??????? ?? ??? ??????? ?? ?????? ?? ?????(???????????) ? ?????????...??? ?????? ??-?????? ???? ? ???????=)"
26288849,26289158,sexist,"???????? ???? ????????!????!
????"
26288849,26289164,sexist,?? ??????????.....
26288849,26289187,sexist,"????? ???????, ??? ??? ? ??????? ??? ?????????, ?????? ???? ????????????, ?????? ?????? ?????... ???? ??. ??? ?? ????? ?????, ???????? ?? ?? ????."
26288849,26289197,sexist,"[id183587358|?????], ???? ??????, ??????, ?????? ????. ?? ????? ????? ??? ??????(??????-????????, ??), ??????????. ? ?????? ?????? ? ???? ??? ??????, ? ???, ??? ????? ????????, ? ????? ??????? ??? ??, ?????????? ?? ?? ????????, ?? ??? ??????, ? ????? ???????????.. ??? ????????? ?? ?? ???, ???? ?????????, ???? ? ????????)))"
26288849,26289204,sexist,????????? ???????
26288849,26289209,sexist,"[id36351436|???????], ? ? ???? ?? ????, ??? ????? ??????"
26288849,26289220,sexist,"[id1302140|???????], ? ??? ? ??????? ??? ????? ??? ??????? ???? ?????????"
26288849,26289228,sexist,"[id183587358|?????], ? ??????? ???????))) ???, ?? ????? ?????????? ????????? ?? ? ???)) ??? ???????, ?? ??? ?? ?????????? ?????????)."
26288849,26289231,sexist,"?? ,????????? ?????? ??????? ??????????,????? ??????..."
26288849,26289240,sexist,"[id191553458|????], ??? ???????"
26288849,26289257,sexist,"[id364212303|???????], ??????? ?????????, ?? ??? ??? ??? ??????????. ???? ?????????."
26288849,26289378,sexist,"[id355758263|????????], ?????- ?? ?????... ? ???? ???? ???- ????, ????, ??????, ????????)))) ?????? ?? ???????? ???????, ??? ??????????? ????? ???????. ?????? ? ????????? ?? ??????????? ? ???? ? ????? ???? ???...?????????, ???? ???????????."
26288849,26289388,sexist,"[id355758263|????????], ??? ? ???-?? ? ????, ??? ???? ? ?????? ?????? ??????? ???????? ?? ?????????? ??????????? ???????. ? ?? ???? ??????? ? ???????, ?? ??????? ?????? ??????? ????????? ???? ? ???????? ?????, ????? ? ?????. ? ????? ? ??? ??????? ??? ????????? ????????? ????????? ? ??????? ??????? ?????????."
26288849,26289461,sexist,? ??????? ???.??
26288849,26289467,sexist,"[id355758263|????????], ????? ? ???? ??? ?????, ????? ???????. ?? ???? ""?????????? ????????"" ???? ??????? ??????????????. ???????,??? ? ???? ??????????? ??????? ??? ? ????????????? ???????, ?? ? ????? ??? ?????)"
26288849,26289503,sexist,"[id355758263|????????], ? ?????? ?? ??? ?? ?????. ?? ??? ??????? ?? ???????? ?? ????????????????, ??????????? ? ???, ????? ???????, ????????? ?????? )))?"
26288849,26289557,sexist,"[id355758263|????????], ???? ??????? ?? ??????:)"
26288849,26289617,sexist,"?? ?????? ??????????, ????????? ????????? ??????? ?????????а??????? ????? ?????????? ? ????????????. ????? ?????? ???????, ????? ??? ??????? ??????.?? ? ?????? ???????? ?????? ?????????? ??? ????????? ???????"
26288849,26289641,sexist,"?? ??? ??????? ?????,  ?????? ??? ???? ?? ??????,  ? ?????? ?? ?????????? ????"
26288849,26289776,sexist,? ?????? ?? ? ????????.
26288849,26289972,sexist,???? ??? ???????))))))
26288849,26289977,sexist,????? ?????-?? ????@? ???? ?????????)
26288849,26290113,sexist,"[id77567766|????????], ????? ??????? ?"
26288849,26290204,sexist,????? ???? ???
26288849,26290442,sexist,???-?? ????? ???????? ???????? ??. ????? ?? ????????????
26288849,26290590,sexist,"???? ????? ????? ???????, ?? ?????!"
26288849,26290681,sexist,??????? ??????????
26288849,26290994,sexist,"[id77567766|????????], ?? ????? ?????? ?????? ?????? ??????? ?"
26288849,26291009,sexist,"[id355758263|????????], ???? ?????? ????????."
26288849,26291029,sexist,"?????? ???????? ?????????? ????????? ??? ??????? ??? ?? ????????, ?????????? ????? ?????? ???????."
26288849,26291432,sexist,????? ???? ?? ????????
26288849,26291528,sexist,????? ????? ?????..
26288849,26292261,sexist,????
26288849,26296404,sexist,????? ????? ?????? ????? ????? ?? ????
31469487,31469511,sexist,"?????? ???? ????????????? ????????? ?????????, ??????? ?????????????? ?? ??????. ???????? ????????? ???? ?? ?????????. ?????? ????? ??? ????? ""?????????"" ?????????. ????? ??? ?????? ?????? ?? ???? ???????????. ??????? ????????? ????? ??? ??????????(("
31469487,31469513,sexist,"?? ????? ?? ??????? ???????? ???????, ? ????????? ?? ???? ??????. ??????? ???.."
31469487,31469521,sexist,??????..??? ??????????? ??????????..????? ?? ????? ????????????? ??? ??? ?? ??????? ???????? ?? ???????? ?????
31469487,31469523,sexist,"??????, ???? ??, ??? ?? ????? ?????? ? ???, ??? ??? ??????? ???????????."
31469487,31469528,sexist,"?????? - ??? ?? ????????????, ? ??????? ????????."
31469487,31469540,sexist,[club183383697|?? ????? ?? Apple Watch]
31469487,31469558,sexist,"?? ?? ???????, ??? ????? ????? ???? ?? ???????, ??????? ???????, ??????, ????? ???? ? ?????, ???????????, ???????? ?????? ??? ????????, ??? ????? ????? ??????????, ??????, ??? ? ??? ???, ???????? ???? ????????, ??????? ????? ?? ???? ????????
??????."
31469487,31469569,sexist,????? ????? ?? ???? ??? ???????? ????????? ?
31469487,31469576,sexist,??? ??? ??????? ??????????.
31469487,31469636,sexist,"????? ????? ?????????????? ???????? ??? ?????????, ??? ?? ???.)))
??? ?? ? ???? ????????? ??????????"
31469487,31469637,sexist,??????? ????? ?? ???? ?????????...)))
31469487,31469661,sexist,"?? ???, ??????? ??????? ??????? ?"
31469487,31471358,sexist,"??? ???????? ???????????? ? ???? ??????? ? ??? ""?? ???????, ???? ???????? """
31410272,31410296,sexist,??????? ??????????? ?? ??????
31410272,31410305,sexist,"??? ?????? ??????, ???????. ????? ??????? ?????? ?????? ?????????? ??????? ?? RT (???) -> ???????."
31410272,31410313,sexist,????? ??????????? ???? ??????? - ??? ??????)
31410272,31410351,sexist,?? ????????? ?...)))))
31410272,31410354,sexist,??? ?????? ?? ?????????)
31410272,31410589,sexist,??????? ?????????? - ???????????.
31410272,31410748,sexist,"????!!! ?????? ????, ? ??????? ?????? ?? ???? ?????? ?????????"
31410272,31410805,sexist,? ? ???? ?? ????? ??? ?????? ???? ????? ?? ??????? ??????????..
31399737,31399749,sexist,?? ????????
31399737,31399765,sexist,????? ???? ????????? ????? ???????.
31399737,31399768,sexist,"??????? ????????????, ???? ?? ?????? ???? ?????? ????? ??????? ??????? ?? ?? ????????  ???? ????????.
????????????! ?????"
31399737,31399778,sexist,"??j??,  ????? ?? ?????! ??"
31399737,31399817,sexist,"??????? ??????? ,????? ??????, ????? ?????? ??????? ????????."
31399737,31399822,sexist,"?????? ??? ??, ??? ? ??? ?? ??????? ?????"
31399737,31399837,sexist,?????? ? ??? ??? ?? ????????????!
31399737,31399860,sexist,"???????? ???
? ?????? ????????"
31399737,31399881,sexist,???????
31399737,31400120,sexist,"???????????? ?????????. ???? ?? ????? ?? ?????? 
??????, ? RT ??????????? ????? ??????? ????????? ? ????"
31399737,31400493,sexist,?? ?????? ????????? ? ????????????? ???? ?????? ???? ??? ?? ?????????????.
31393080,31393106,sexist,???
31393080,31393114,sexist,"????? ????????? ????? ???? ?????.
? ??????? ?????."
31393080,31393117,sexist,?? ?????? ???????)
31393080,31393133,sexist,?????? ?? ?? ?????????. ??? ?????????? ?????
31393080,31393144,sexist,??????? ?? ???? ??????????? ???????
31393080,31393161,sexist,"??????? ??? ????????, ???? - ??, ?????? Ч ??????-?????, ???? ????? ??????, ??? ??? ????? ?? ???? ????????, ?? ????? ??????, ??? ??? ???? ??? ???? ?????????????. ????????? ????????, ?? ? ???????? ????"
31393080,31393183,sexist,?????????!
31393080,31393243,sexist,"??? - ??? ????????? ????? ?????. ??.????. ???? ????????????, ??? ???????, ?? ????? ???????? ??????? ? ????????? ???????? ??? ??, ???? ?? ????? ???."
31393080,31393276,sexist,"?? ??? ???? ????
???? ???????, ??? ??? ??? ????????
???????, ??? ??? ????????? ????
???????, ??? ??? ? ???? ????????
???????, ??? ??????????? ???????? ?????? ? ??? ???? ??
? ?????, ????????, ?? ????? ????? ??????? ""???"" ? ????????? ???? ???? ??????????????
??? ???, ??? ????? ????? ?????? ??????? ? ???????, ??? ""??? ?????? ???"", ?? ???? ??? ??? ? ????????, ?? ???? ???????? ????? ?? ?????? ?????? ?????????????
??? ?????? ?????? ???? ???? ? ?????? ?????? ??? ????????
?? ????, ??? ?????? ????????? ?? ??????"
