Column1;Column2;Column3;Column4
27564997;27565335;sexist;Еще одной, видимо, деньжат захотелось срубить...
27564997;27565360;sexist;[id458461440|Андрей], Не скули! опущенный!
27564997;27565372;sexist;[id458461440|Андрей], ты хоть раз в жизни работал?? Опущенный!!
27564997;27565394;sexist;[id458461440|Андрей], Не скули!! Опущенный!
27564997;27565454;sexist;[id458461440|Андрей], Не скули! Опущенный!! На тебе не кто уже здесь не обращает внимание!! Пиши и скули здесь один!
27564997;27565575;sexist;Че ж вы бандерлоги все такие убогие... Вроде и пожалеть хочется, но... И зачем мартышкам отчества? ??
27564997;27565617;sexist;Вот и я о том же... Чего мартышку безмозглую жалеть... Она ж не понимает, что она безмозглая ????
27564997;27565728;sexist;Поделилась радостью и воспоиинаниями
27564997;27565762;sexist;Форма носа у Депардье интересная.
27564997;27565864;sexist;Это чушь плять??
27564997;27565908;sexist;"[id458461440|Андрей], есть такая пословица.. ""везде хорошо где нас нет"""
27564997;27567854;sexist;Ни кому незвестная блядежка решила бабла срубить!
27564997;27570202;sexist;[id253128299|Светлана], вторая маленькая жопка на носу
27563896;27563910;sexist;Нашли кого обвинять...
27563896;27563912;sexist;Ему можно, он друг Путина.
27563896;27563913;sexist;Ну уж в том, что это случится, никто не сомневался!
27563896;27563914;sexist;До слез. ??????
27563896;27563918;sexist;Ну эт щас модно)))
27563896;27563926;sexist;Точное время, по мск или гринвичу?)))
27563896;27563927;sexist;К бухлу?)
27563896;27563928;sexist;чет долго тянули
27563896;27563929;sexist;Не удивлена ??
27563896;27563931;sexist;К бутылке?
27563896;27563936;sexist;Куда народ , туда и .....
27563896;27563937;sexist;Я думал, что это его ухо второе
27563896;27563938;sexist;"Держись там Жерарка
Мы с тобой братюнь ???"
27563896;27563940;sexist;Это брат Франция! Там полно геев!
27563896;27563941;sexist;Набиуллина где???
27563896;27563943;sexist;??????
27563896;27563944;sexist;Астерикс уже не тот
27563896;27563945;sexist;"Я не поняла, почему против мэнсона решили не возбуждаться????
И причем тут он вообще, в статье про Депардье..."
27563896;27563948;sexist;Не домогался сексуально только Алексей Навальный.Потому что щас Алешке не до этого немножко)))))
27563896;27563950;sexist;В его то годы - хоть стоит??
27563896;27563952;sexist;посмотришь на бабу в метро. на следующей станции примут. и сознаешься что половина мертвых тел в россии твоих рук дело
27563896;27563955;sexist;Беги в Россию, здесь можно.
27563896;27563960;sexist;"[id184270915|Александр], он ааще не по этой части
У него же тити"
27563896;27563963;sexist;"Долго же ждали.
По логике развития модных течений Депардье должны были в каком-нибудь хоррассменте еще года три назад обвинить."
27563896;27563964;sexist;[id805664|Леся], а он видимо уже и судей не возбуждает.....
27563896;27563966;sexist;"Решил ""пробу снять"" с молодой актрисы??"
27563896;27563967;sexist;Это настоящая мечта любого западника, обвинить в домогательстве какого нибудь богача и выбить из него деньги.
27563896;27563972;sexist;Да ему на$Raть, у кого есть двушка в Ростове- рому вообще всё побоку
27563896;27563974;sexist;"????????????????
ВОТ ЭТО ПРИКОЛ!!! Хазанов отдыхает!!!??"
27563896;27563976;sexist;[id499992134|Марфа], ??чего токо у политиков не бывает??????
27563896;27563977;sexist;Чего так поздно? Сразу после получения Российского паспорта надо было
27563896;27563978;sexist;[id303323238|Руслан], Но не получилось!
27563896;27563979;sexist;"""девушка"" писала жалобу в полицию лежа под мигрантом-арабом?"
27563896;27563982;sexist;Молодец Депардьё - смог! Сумел вялого пристроить - мужчина!
27563896;27563983;sexist;Сам подставился, сидел бы дома - в Саранске или Грозном, и лапал девок за сиськи
27563896;27563987;sexist;Молодец
27563896;27563988;sexist;[id497544062|Иван], от работы отстранили.
27563896;27563990;sexist;[id425172653|Дамир], но попытка засчитана)
27563896;27564001;sexist;так тебе и надо, лягушатник. это тебе карма.
27563896;27564013;sexist;Вообще то мужчина и. должен домогаться.. а уж женщина выбирает.. хочу , не хочу ..
27563896;27564018;sexist;Мужик!!
27563896;27564025;sexist;Уффф, смех да и только.??????
27563896;27564034;sexist;Жизоидность так и прёт. А чего несовершеннолетних он ещё не соблазнял?
27563896;27564052;sexist;Европа следи лучше за своими геями и трансвеститами..а у нас все нормально..приставал-значит мужчина..!!ЕС-пид*расы!!
27563896;27564056;sexist;Молодец. Значит мужик!
27563896;27564072;sexist;Ну наконец-то
27563896;27564076;sexist;"Молодцом: стар он
 был но х@р ст@ял"
27563896;27564078;sexist;Смотрю они особо не заморачиваются. Всем стандартный набор обвинений.
27563896;27564082;sexist;какая у них узкая фантазия, ничего нового сочинить не могут
27563896;27564090;sexist;бывает..к унитазу...например.
27563896;27564091;sexist;В гейропе бабы совсем сума сошли
27563896;27564094;sexist;Ещё стоит?
27563896;27564128;sexist;хохлушки как всегда бабки трясут
27563896;27564142;sexist;к мужикам бы пристовал все было бы норма
27563896;27564161;sexist;да он мужик! в его то годы и домогательства!!!
27563896;27564165;sexist;Почему удалили мой пост о том. что в европе католические священники свободно совершают акты совокупления с детьми и это никого не волнует?
27563896;27564172;sexist;У Жоры лягушатника есть такой косячёк. Толстый по ходу сума сходит к старости.
27563896;27564200;sexist;К сигалу.
27563896;27564229;sexist;[id197334448|Виктор], какая у него дружба ? он от налогов сбегал
27563896;27564251;sexist;у него вид, как у Карлсона, тока без пропеллера)) такой же прохвост))
27563896;27564292;sexist;Захотел трехнуть стариной
27563896;27564327;sexist;идиоты европейские
27563896;27564332;sexist;Старый Сатир!!
27563896;27564394;sexist;во отрывается ...
27563896;27564426;sexist;До кого в Саранске можно сексуально домогаться ?
27563896;27564464;sexist;герой росии!
27563896;27564474;sexist;В чем его только не обвиняли.
27563896;27564482;sexist;Макроооон?
27563896;27564483;sexist;Совсем скоро мужикам либидо отобьют!??????
27563896;27564520;sexist;классная фотка)
27563896;27564541;sexist;Мюсье знает толк в извращениях))
27563896;27564547;sexist;[id497544062|Иван], он тоже домогался! До русского населения. Натянул его на ваучер!
27563896;27564674;sexist;Хотелось бы понять, эта деффка две недели обдумывала, домогался или нет. И второе, в чем домогательства выражались и какие есть доказательства...
27563896;27564711;sexist;Мордвин на .уйне Сарнск крутит,а тут такое.)
27563896;27564725;sexist;интересно в что натворил Сигал после чего сбежал в Россию ))))))))))))))
27563896;27564788;sexist;Жорик - держись.....
27563896;27564793;sexist;Русскому мужику можно))
27563896;27564798;sexist;Не дадим мордвина Депардье в обиду!  ??  Домогаться и флиртовать две разные вещи!  Навоображала себе актриска,  чтоб засветиться и прославиться за счёт мордвина нашего!  ?? ?? ??
27563896;27564818;sexist;[id10497134|Михаил], Хиллари отказал... не простила
27563896;27564896;sexist;[id184454878|Валентина], поэтому вам нас мужчин в России любить и ценить надо, мы ещё можем за попку ущепнуть. И ради вас клумбу оборвать. Шашлык на памятнике пожарить. Прыгнуть со скалы. Забраться на балкон.
27563896;27564950;sexist;Создаётся впечатление , что за бугром и людей-то нормальных нет . Одни домогатели , актрисы , геи и прочая шушара . И работа одна,   домогают друг друга день и ночь . Там вообще что ли больше заняться нечем ?
27563896;27564973;sexist;[id10497134|Михаил], а то что, он мужик серьёзный и женщины здесь это понимают, здесь женщины некоторые не лезут к таким со своими правами на рожен. А там его пассия полезла да ещё на грубила очень сильно, так он ей урок айкидо показал на ней. Его сразу феменистки объявили жено- ненавистиком. Там такой кипишь поднялся.
27563896;27565001;sexist;[id20164872|Сергей], принесёт свой носовой платок с его отпечатками, который она обронила а он поднял и отдал ей.
27563896;27565039;sexist;Как хорошо что наш ВВП не дал зонтик президенту харватии на финале чемпионата мира, Макрону. Сейчас бы либо судимость имел за домогательство или Макрон просился бы на перезд к ввп.
27563896;27565086;sexist;Да ему любая даст. Это же Депардье.
27563896;27565166;sexist;Не учёл , видимо , что с возрастом всё тоже самое стоит уже дороже.
27563896;27565172;sexist;Мужики надо поддержать мужика. Когда он прилетает к нам домой? К аэропорту привезти парочку сисятых девчонок пусть поприветствуют мужика, задрав футболки!!!
27563896;27565209;sexist;Обеликс вжарил бы им по самое не балуй ??
27563896;27565220;sexist;Кобзон жалко не дожил до токого цирка, он бы от смеха умер. Вот кто посчупал и погулял в своей жизни. Пусть земля ему будет пухом, столько людей воспитал! День победы всегда будет за нами, спи спокойно мы не посрамим!!!
27563896;27565226;sexist;Божечки,до кого мог докопаться этот пристарелый гоблин????????
27563896;27565266;sexist;[id351913500|Наталья], да ладно, у нас понятия разные с Европой по поводу домогания. Там за локоть возьмешь уже изнасиловал, а руку подал для выхода из автобуса в извращеной форме.
27563896;27565285;sexist;[id209776161|Игорь], да знаю я это все,просто сам факт меня убил,просто кто то хочет срубить баблишка
27563896;27565299;sexist;[id351913500|Наталья], а зачем человека называть гоблином? Он просто в детстве в чан упал)))))
27563896;27565328;sexist;Попутал что то алкаш..
27484242;27484328;sexist;Новость .достойная РТ??
27484242;27484625;sexist;Ему на печке задницу греть пора, Какие там домогательста.Рыцарь печального образа.
27484242;27484637;sexist;[id154414513|Евгений], ??????????просто блеск, давно так не смеялась....,спасибо!!!??
27484242;27484691;sexist;[id154414513|Евгений], Я стока не выпью чтоб до такой домогнуться??
27484242;27485006;sexist;"Он что, до двоих мужчин домогался? ""...два работавших с ним сотрудника администрации заявили...""?? Проказник этакий..."
27484242;27485155;sexist;Заё они уже там, то гомосятину разводят, то мужиков нормальных гнобят... В общем фиминизм прёт.
27484242;27485507;sexist;Так это Шотландия! Там все в юбках, а иб@ть некого )
27484242;27485897;sexist;Удачи!
27484242;27486035;sexist;сказал бы честно...да...мол...я её так и сяк... не то что нынешние прыщавые подонки пердолятся в заднее выхлопное)))
27484242;27486316;sexist;[id500764653|Иван], и к этой?
27484242;27486854;sexist;Забавно, что про Слуцкого вы так не писали:)
27484242;27486873;sexist;В америке мне бы вообще дали пять пожизненных сроков за домогательства))
27484242;27487213;sexist;да вы там все погрязли в грязи..идиоты..
27484242;27488168;sexist;Во дожили. Мужики за секс оправдываются.)))
27484242;27490261;sexist;[id93158086|Анна], тут скорее не в сексе деле) этот мужик недавно начал вести свою программу на RT и власти за это его сильно критиковали и вот появились и обвинения)
27484242;27494574;sexist;[id355168041|Юлия], но обвинять мужчину за секс абсурдно в любом случае.
27040015;27040034;sexist;Тотальной голубизной и вымиранием?
27040015;27040070;sexist;Нет, прям лучше к античности вернуться...
27040015;27040072;sexist;[id35388150|Владислав], НЕ ВОПРОС А ТОЧКА
27040015;27040074;sexist;Одиночеством и мужчин,и женщин.
27040015;27040079;sexist;фиаско
27040015;27040089;sexist;Все будут бояться даже посмотреть на женщин,а то вдруг обвинят в домогательстве??????
27040015;27040095;sexist;Да чем, у мужиков вообще интерес к женщинам пропадёт, будут одни идарасты.
27040015;27040151;sexist;- женские духи и короткие юбки - это сексуальные домогательства: нужно их запретить.
27040015;27040158;sexist;Местное быдло не видит разницы между домогательством и ухаживанием-забавно, забавно)
27040015;27040211;sexist;21 век наступил, одни домогательства и изнасилования. Раньше такого не было, ведь прав у женщин было мало.
27040015;27040217;sexist;[id154414513|Евгений], ух и страшный пид.. раст))))
27040015;27040220;sexist;[id453485755|Bros], точнее не скажешь ??
27040015;27040325;sexist;Им давно пора прекратить размножатся
27040015;27040794;sexist;мы проводили исследования........? 35000 человек?.........это что.......? по моему ведущей стало скучно.......
27040015;27040828;sexist;проблема мировая..........а они 0000000.1 процента опросили.......
27040015;27040870;sexist;Блин когда у нас начнут с этим бороться . Те кто комментирует не знает как это происходит .
27040015;27041196;sexist;Да это спецом делают что бы рост населения остановить. Всего лишь нужно ввести популярность однополых браков и подогнать законы под них, так что бы они ущемляли бытие нормальных людей, потом ввиду выгоду для однополых браков и т.д. Это можно заметить в американских фильмах, как все страдают от перенаселения, ищут другие планеты для колонизации, хотят устроить войны что бы выжили только избранные и т.п.
27040015;27041321;sexist;[id177365514|Керим], это надо делать не в США и Европе, а в Китае, Индии и мусульманских странах...
27040015;27041374;sexist;[id363665721|Валерий], Ну в этих странах не такие моральные ур.оды как в западных странах. На востоке живут традициями в Индии такая жизнь что не выгодно жить мужчине с мужчиной или наоборот, а в мусульманских странах это хуже чем съесть свинью. Там их могут и убить.
27040015;27042215;sexist;??????Очень интересное видео по ссылке. Передача идёт 25 минут и примерно треть посвящена проблеме  домогательствам, но после биоантрополог рассказывает совершенно патрисающие вещи. Рекомендую всем посмотреть видео целиком.
27040015;27044453;sexist;педорастией
27040015;27052345;sexist;весь мир их будет принимать за идиотов
26288849;26288858;sexist;Голодный, что-ли?
26288849;26288866;sexist;Не понял. Мужик пожаловался на мужика, что один другому хочет вдуть???  ??
26288849;26288872;sexist;повар - женщина, читайте новость
26288849;26288876;sexist;Неожиданно????
26288849;26288885;sexist;Всек бы ему в челюху , а тут жаловаться побежалА
26288849;26288891;sexist;Началось в колхозе утро
26288849;26288895;sexist;Хорошо живёте, видно повара е@@те??????
26288849;26288902;sexist;Да это пипец вопще ... Совсем мир с ума сошел ...
26288849;26288905;sexist;Не пускать педиков в Россию!!!
26288849;26288922;sexist;"Нифасе страсти
Шыкспиръ отдыхает"
26288849;26288924;sexist;Чо такого? Пельмешки-то все любят.
26288849;26288927;sexist;А повар мужчина или женщина????????
26288849;26288928;sexist;Почему решили, что повар - мужик?!
26288849;26288944;sexist;Вы когда-нибудь будете читать новость полностью???повар - ЖЕНЩИНА!
26288849;26288949;sexist;Родченков сам видел!))))
26288849;26288958;sexist;Эй амигос, давай уже домогайся после ЧМ2018...не омрачайте праздник,вот ей богу огорчусь))
26288849;26288970;sexist;[id183587358|Слава], благодаре бабе, ты родился на свет и вот сидишь на РТ и строчишь дэбильные комменты))
26288849;26288979;sexist;Очередной бред
26288849;26288983;sexist;Ну коли женщина то ладно. Хотя повар в мужском коллективе должен быть мужчиной, как раз по этой причине.
26288849;26288989;sexist;Прикормил))
26288849;26288993;sexist;Эх и лошара. Попался на ровном месте.
26288849;26289004;sexist;Вот это поворот)
26288849;26289010;sexist;ХОТЕЛ ПОВАРА ПОЖАРИТЬ?
26288849;26289044;sexist;У повара небось жопа,как орех так и просится на грех:)
26288849;26289056;sexist;Наверное у них повара не как у нас, тётки кило за 150
26288849;26289067;sexist;или к поварихе??
26288849;26289134;sexist;Жареный
26288849;26289155;sexist;дурдом,у нас любого мужика наверно бы уже казнили на западе за флирт(приставание) с женщинами...или только мы-дикари спим с бабами?=)
26288849;26289158;sexist;"Закройте окно овертона!Дует!
????????"
26288849;26289164;sexist;Ну начинается.....
26288849;26289187;sexist;Повар женщина, так что с мужиком все нормально, сделал пару комплиментов, шепнул пониже спины... Дело то. Был бы повар мужик, скандала бы не было.
26288849;26289197;sexist;[id183587358|Слава], надо любить, прежде, самого себя. Не стала много вам писать(формат-комменты, РТ), бесполезно. Я всегда говорю и виню нас женщин, в том, что такие мальчики, а потом мужчины как Вы, появляются не из неоткуда, мы вас рожаем, а потом воспитываем.. Нам обижаться не на что, кого воспитали, того и получили)))
26288849;26289204;sexist;Пельмешек захотел
26288849;26289209;sexist;[id36351436|Алексей], а с чего ты взял, что повар мужик?
26288849;26289220;sexist;[id1302140|Алексей], а где я написал что думаю что мужик?в шары долбишся?
26288849;26289228;sexist;[id183587358|Слава], я хорошая девочка))) Всё, не будем продолжать дискуссию ни о чём)) Мне кажется, Вы как то агрессивно настроены).
26288849;26289231;sexist;Да ,атмосфера вокруг сборной улучшается,шансы растут...
26288849;26289240;sexist;[id191553458|Амир], или булочки
26288849;26289257;sexist;[id364212303|Евгений], отчасти соглашусь, не все так так однозначно. Тема серьезная.
26288849;26289378;sexist;[id355758263|Владимир], может- не может... А если отца нет- умер, ушел, спился, скурился)))) Ничего не остается женщине, как воспитывать одной ребенка. Отсюда у мальчишек не уверенность в себе и много чего еще...повторюсь, тема бесконечная.
26288849;26289388;sexist;[id355758263|Владимир], так в том-то и дело, что даже в полных семьях мужчины зачастую не занимаются воспитанием сыновей. А уж если супруги в разводе, то мальчик просто обречен проводить годы в обществе мамок, нянек и бабок. В итоге у нас выросло уже несколько поколений мальчиков с женской моделью поведения.
26288849;26289461;sexist;В футболе пид.ры
26288849;26289467;sexist;"[id355758263|Владимир], лично у меня две дочки, слава Господи. Но тема ""воспитание мальчика"" меня недавно заинтересовала. Пожалуй,так и надо воспитывать пацанов как в скандинавских странах, но в жизни всё иначе)"
26288849;26289503;sexist;[id355758263|Владимир], я смотрю до Вас не дошло. Вы где живете? Вы оторваны от действительности, Спускайтесь к нам, здесь неплохо, временами весело )))??
26288849;26289557;sexist;[id355758263|Владимир], одно другому не мешает:)
26288849;26289617;sexist;По версии журналиста, президент Федерации футбола Аргентины Клаудио Тапия осведомлён о происшествии. Чтобы замять скандал, Тапия дал женщине взятку.??а с какого перепуга версия журналиста сто процентов верна???
26288849;26289641;sexist;Ну всё поймали волну,  раньше они были не против,  а сейчас их домогались ????????
26288849;26289776;sexist;А почему не к поварихе.
26288849;26289972;sexist;Шанс для роналду))))))
26288849;26289977;sexist;Везде какой-то недо@б стал ощущаться)
26288849;26290113;sexist;[id77567766|Владимир], повар женщина ??
26288849;26290204;sexist;Пошла жара ??????
26288849;26290442;sexist;Кто-то хочет скандала накануне ЧМ. Повар не бразильянка?
26288849;26290590;sexist;Если повар плохо готовит, то можно!
26288849;26290681;sexist;Сладкий трениришка
26288849;26290994;sexist;[id77567766|Владимир], По твоей логике повары только мужчины ?
26288849;26291009;sexist;[id355758263|Владимир], Сара Коннор негодует.
26288849;26291029;sexist;видать хваленая инструкция аргентины как снимать баб не помогает, приходится свого повора дрюкать.
26288849;26291432;sexist;Повар хотя бы женщина?
26288849;26291528;sexist;Хотел пробу снять..
26288849;26292261;sexist;Ахха
26288849;26296404;sexist;опять бабам деньги чужие покоя не дают
31469487;31469511;sexist;"Раньше всех знаменитостей одолевали шарлотаны, которые представлялись их детьми. Появился доступный тест на отцовство. Теперь волна вот таких ""Шурыгиных"" нахлынула. Когда уже найдут управу на этих профурсеток. Сколько публичных людей уже пострадало(("
31469487;31469513;sexist;да пусть он наконец каминаут сделает, и избавится от этой пиявки. надоела уже..
31469487;31469521;sexist;Смешно..гей изнасиловал американку..может во время изнасилование она еще не сделала операцию по перемене пола??
31469487;31469523;sexist;Хорошо, хоть то, что не мужик заявил о том, что его Роналду изнасиловал.
31469487;31469528;sexist;Россия - это не сверхдержава, а частная компания.
31469487;31469540;sexist;[club183383697|По рублю на Apple Watch]
31469487;31469558;sexist;"Ну не понятно, как судья может быть на стороне, которая лижется, трется, потом идёт в гости, раздевается, возникая только при стыковке, ещё через месяц содействия, скажет, что у нее муж, которого надо грохнуть, получив посыл за борт начинает
гадить."
31469487;31469569;sexist;Какая бабка на ЭТОТ раз написала заявление ??
31469487;31469576;sexist;Все они половые извращенцы.
31469487;31469636;sexist;"Какое нафик изнасилование? Рональдо уже признался, что он гей.)))
Нет ли в этом обвинении гомофобии?"
31469487;31469637;sexist;Роналду узнал об этом последним...)))
31469487;31469661;sexist;Он что, возврат средств сделал? ??
31469487;31471358;sexist;"Чё? Рональдо изнасиловали ? Эээх говорил я ему ""не красься, будь скромнее """
31410272;31410296;sexist;Цыпочка накудахтала на петуха
31410272;31410305;sexist;Как всегда первые, молодцы. Очень приятно всегда читать актуальные новости от RT (нет) -> отписка.
31410272;31410313;sexist;Когда сомневается даже адвокат - это фиаско)
31410272;31410351;sexist;Не виноватая я...)))))
31410272;31410354;sexist;Что хотела бы повторить)
31410272;31410589;sexist;Моделей насиловать - справедливо.
31410272;31410748;sexist;Дура!!! Хотела пиар, а получит статью за дачу ложных показаний
31410272;31410805;sexist;А с чего вы взяли что Неймар гей? Какой то желтухи начитались..
31399737;31399749;sexist;по согласию
31399737;31399765;sexist;Нужно было оберегать лучше планшет.
31399737;31399768;sexist;"Никаких комментариев, пока не скажет свое веское слово главный эксперт по РТ новостям  Саша Фёдорова.
Аплодисменты! ??????????"
31399737;31399778;sexist;Блjть,  опять не успел! ????
31399737;31399817;sexist;Сначала Роналду ,потом Неймар, шкуры совсем совесть потеряли.
31399737;31399822;sexist;лживая шма ра, как и все их дырявое племя
31399737;31399837;sexist;Неймар и тут что ли симулировал?!
31399737;31399860;sexist;"Пенальти Ему
И желтую карточку"
31399737;31399881;sexist;Петушок
31399737;31400120;sexist;"Великолепные заголовки. Один не похож на другой 
Видимо, в RT разработали самую ленивую нейросеть в мире"
31399737;31400493;sexist;За ложные обвинение о изнасилование надо давать срок как за изнасилования.
31393080;31393106;sexist;Опа
31393080;31393114;sexist;"Видно оберегать нужно было лучше.
И сделать копии."
31393080;31393117;sexist;Он будтцу оставил)
31393080;31393133;sexist;Далеко ей до Шурыгиной. Нет колхозного опыта
31393080;31393144;sexist;Плевать на этих бесполезных дэбилов
31393080;31393161;sexist;Сошлись два долпаепа, одна - ТП, другой — садист-епарь, дура долго думала, что она хочет от этой обезьяны, но потом решила, что все таки это было изнасилование. Очередная Шурыгина, ей к Малахову надо
31393080;31393183;sexist;Завралась!
31393080;31393243;sexist;Вот - все нищеброды сидят здесь. См.выше. Ищут отдохновения, так сказать, от своих голодных проблем в пикантных новостях про то, сами не знают что.
31393080;31393276;sexist;"Да там смех один
Сама говорит, что она ему написала
Говорит, что они обсуждали секс
Говорит, что она к нему приехала
Говорит, что добровольно занялась сексом и все было ок
А потом, ВНЕЗАПНО, во время секса сказала ""нет"" и мгновенно секс стал изнасилованием
Вот как, как такое можно вообще выдать? Я понимаю, что ""нет значит нет"", но секс УЖЕ был в процессе, ни один судебный медик не найдёт следов сопротивления
Они бывают только если секс с самого начала без согласия
То есть, все должны проверить на слово?"
31393080;31393278;sexist;Какие бабы страшные люди это ужас.. сама говорит по обоюдке но он применял физическую силу.. так можно любое действие принять за физическое действие .
31393080;31393380;sexist;Это что? Тема ни уму, ни сердцу ничего не дает
31393080;31393514;sexist;По обоюдному согласию, но удовольствия не получила
31393080;31393550;sexist;Громкое заявление
31393080;31393684;sexist;Белыми нитками шито.Мышь захотела лёгких денег.
31393080;31393762;sexist;Эти тухлые дырки,хотят заработать на каждой знаменитости!!!!
31393080;31394234;sexist;На видео же видно, насилие с ен стороны  она первая напала на него)
31393080;31397968;sexist;интересно, кто же записывал нав ПЛАНШЕТ видео с изнасилованием))))
31344495;31344506;sexist;Это как о местных кремлевских пи дарах...
31344495;31344519;sexist;И чо дальше?    Она его побила,   он не стал заявлять,    так и было.
31344495;31344522;sexist;Он катался по полу, когда она его коснулась?
31344495;31344533;sexist;У нас в днищенском Хохловабаде мужиков не осталось - не кому насиловать. Все бородатые девочки ходят на гей-парады и в гей-клубы. ????????
31344495;31344538;sexist;ВСТУПАЙ!
31344495;31344540;sexist;"Да уж... 
И новость ""бомба"" , а комменты - вообще ""огонь"" ))
И в цирк ходить не надо."
31344495;31344556;sexist;"Что такое ""неймар""?"
31344495;31344560;sexist;Я без надписей не понимаю
31344495;31344567;sexist;Скажите, а зачем эти новости людям?
31344495;31344580;sexist;Кто такой Неймар?
31344495;31344604;sexist;Желтизна от эRT
31344495;31344606;sexist;Навсёволябожья
31344495;31344610;sexist;Она ему на болевой выходила .....пятку скручивала,но ...что-то пошло не так
31344495;31344660;sexist;"да сейчас эти ""девушки ""любого обвинят в ""изнасиловании"" если у него есть деньги."
31344495;31344663;sexist;никто их не насилует.сами ноги раздвигают.
31344495;31344717;sexist;вижу как сама прыгнула на чёрный член
31344495;31344871;sexist;Это есть постановочное кино.
31344495;31344892;sexist;Готовь бабосы,  Неймар тупорогий!
31344495;31345027;sexist;Кто это?
31344495;31345050;sexist;Футболисты они все такие , а девушки ещё хуже в париже.
31344495;31345174;sexist;Аха .. чисто спланированная тема .. сама положила на кровать , села на него а потом начала бить .. денег хочет
31344495;31345339;sexist;Кто ж в кустах прятался?
31344495;31345547;sexist;В отеле камеры наблюдения стоят) Действительно сенсация
31344495;31346020;sexist;На видео видно, что Неймара девка изнасиловала сама, а теперь бобла хочет нарубить на жизнь безбедную
31344495;31347034;sexist;кто это вообще?
31335488;31335535;sexist;Большой Брат следит за тобой..
31335488;31335544;sexist;"Прощание с Никитой Белянкиным

https://youtu.be/GGO107gp2J0"
31335488;31335550;sexist;милые бранятся только тешатся
31335488;31335552;sexist;Девушку бьют, а кто-то стоит и снимает...жуть.. ??
31335488;31335553;sexist;Кому это надо?
31335488;31335569;sexist;А не баба ли причина всех бед?
31335488;31335581;sexist;Новостей про хохлов совсем нет, скукотища ??
31335488;31335602;sexist;У вас один пропущенный)
31335488;31335607;sexist;Там ещё надо разобраться, кто кого изнасиловал.
31335488;31335614;sexist;что-то по видео видно, что баба насилует неймара, а не наоборот??
31335488;31335621;sexist;Бабы е**нутые
31335488;31335624;sexist;применял физическую силу - силу трения?)
31335488;31335627;sexist;Эта бешеная собака сама на него напала.
31335488;31335629;sexist;в таблецкий с ноги. довела ска
31335488;31335648;sexist;Йоко-гири от Неймара !!! ??
31335488;31335802;sexist;Р ревность, приревновалаа Неймара, первая полезла в драку, кроме того сама на него залезла, о каком изнасиловании может идти речь ?? Тупая курица решила бабла срубить по лёгкому с футболера
31335488;31335877;sexist;Деньги есть что бы экскорт не вызвать
31335488;31335888;sexist;А нех с шалашнёй всякой связываться
31335488;31335901;sexist;Кто кого ещё лупит, большой вопрос.
31335488;31336021;sexist;Какая хрень((( оно нам надо???
31335488;31336036;sexist;ни о чем ....вообще
31335488;31336049;sexist;Ай красава, камеру поставил там где нужно и лег под нее чтобы все было понятно с первого взгляда....вот она, технология против бабских разводов об изнасиловании....10 из 10)))
31335488;31336066;sexist;А кто снимает?
31335488;31336073;sexist;ахахахах
31335488;31336153;sexist;Судя по фото Неймар пострадавший, она хочет его изнасиловать, а он отбивался как мог
31335488;31336209;sexist;????????????????????????на обоих
31335488;31336492;sexist;"Человек похожий на Неймара..
??"
31335488;31336722;sexist;какое тяжелое время настало, везде камеры ставить, вот так отшил шкуру, а она сказала что изнасиловал
31335488;31336749;sexist;+++ По видео, ее надо привлекать за насилие)))
31335488;31336840;sexist;приперлась в отель , в спальне завалилась на него , потом типа изнасиловали , я фигею
31335488;31336879;sexist;пока тока ноги...
31335488;31337137;sexist;Так кто кого насилует?
31335488;31337618;sexist;Решила на шару бабос поднять)))
31335488;31337654;sexist;Походу специально договорилась чтобы снимали и спровоцировала
31335488;31339427;sexist;Шкура не получила, чего ожидала, решила на пиаре срубить
31322011;31322029;sexist;Ну как против гомика можно рассматривать дело об изнасиловании ? НОНСЕНС
31322011;31322034;sexist;Какая та курица захотела срубить лёгкого бабла)))??????
31322011;31322047;sexist;Кто хочет помочь жертве его изнасилования деньги кидайте мне на VK ray
31322011;31322050;sexist;Ему больше заняться как будто нечем как насиловать ?? любая дура и так с ним пойдёт! Денег решили содрать.
31322011;31322058;sexist;Настоящий мужчинка..Он себя только может изнасиловать перед зеркалом..
31322011;31322059;sexist;Да он играет как насилует
31322011;31322064;sexist;Хорошие новости для Роналду. Но всё же не стоит ему ехать в Америку. Им веры нет, арестуют и под надуманным предлогом выкачают у него денюжку.??
31322011;31322098;sexist;Да нифига
31322011;31322104;sexist;Он же гомес
31322011;31322118;sexist;Резкий поворот? То есть не он, а его изнасиловали ??
31322011;31322123;sexist;Гомосексуалист
